"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DANCR",0.0608939240418251,5.52775072316504,2.98417072133367,0.00457854331620107,0.491110447067948,-2.23769982173499
"TMEM159",-0.0341848789738445,5.75005715547475,-2.97839128939596,0.00465110771917413,0.491110447067948,-2.25781501346407
"MT1E",0.0943511891744922,5.51334087803555,2.97755729904675,0.00466166739342444,0.491110447067948,-2.25350159075427
"PIH1D2",0.13713978395695,2.61549196054791,2.9746179821822,0.00469906300379861,0.491110447067948,-2.10192052762756
"COL4A2-AS1",0.123575340699399,-1.52295169254922,2.97313063317502,0.00471809261859035,0.491110447067948,-2.14085845707909
"HSF2BP",0.0833828008876632,0.0423270340254323,2.9723246346193,0.00472843490790373,0.491110447067948,-2.07572572747773
"DAW1",0.198388609597003,3.21109723452555,2.97202416229779,0.00473229588538298,0.491110447067948,-2.13783722311724
"KCNE1",0.125008118249707,4.72991781350874,2.96537246467117,0.00481852694561188,0.491110447067948,-2.23902160315295
"FSIP1",0.161802588239234,-0.0674551290764187,2.96278822328102,0.00485242296957855,0.491110447067948,-2.09816854196994
"HSD17B13",0.167428206569225,5.21915675866195,2.95813225194494,0.00491405589025259,0.491110447067948,-2.2854582951665
"TMEM107",0.106801454410456,3.95160954614506,2.95406155613249,0.00496853996192033,0.491110447067948,-2.21856250840917
"RGS22",0.187971188689645,1.80052115795322,2.95152889442558,0.00500272256875225,0.491110447067948,-2.12796517518905
"KCNRG",0.123301410403012,3.59718310579025,2.95093266270159,0.00501080162490794,0.491110447067948,-2.20547873332345
"RAG2",0.224272772257274,-0.946349269189454,2.94904865425085,0.00503641048700014,0.491110447067948,-2.15727072643308
"DYNLL1",0.0629522328010462,8.08399833769027,2.94900358001463,0.00503702466486402,0.491110447067948,-2.41003658086577
"SEPT5",0.132726167127917,3.5225208301632,2.94851797341287,0.00504364593944022,0.491110447067948,-2.21087881615258
"CFAP52",0.188809051649332,3.85616365874308,2.94666762949465,0.0050689500708682,0.491110447067948,-2.23349302053221
"USP2-AS1",0.189904378294279,0.660865956863214,2.94319170146925,0.00511680554811296,0.491110447067948,-2.13044670535312
"FBXO15",0.174293795768453,2.35483926768778,2.94318146343657,0.00511694712325569,0.491110447067948,-2.1652010868198
"FAM133CP",0.13773470815729,-3.80687529283979,2.94290468122664,0.00512077595223977,0.491110447067948,-2.349591055279
"FAM229B",0.160480621490222,4.59632473476867,2.94024781370615,0.0051576657108289,0.491110447067948,-2.2911623164475
"LOC101928402",0.125221806531523,-2.0859269840665,2.93770288753258,0.00519323374290468,0.491110447067948,-2.24739981727134
"RPS3A",0.0416343878589934,8.09859787810435,2.93765177329367,0.00519395045869057,0.491110447067948,-2.43764838384516
"WDR78",0.17043036001694,3.60840953334175,2.93635649169536,0.00521214354187239,0.491110447067948,-2.24131421802383
"CRIP3",0.14395605525725,-1.14410214963713,2.93631699531268,0.00521269922811941,0.491110447067948,-2.19251376019906
"NGRN",0.0575781043225733,6.99432078002017,2.93625539016274,0.00521356607953682,0.491110447067948,-2.4160929459985
"SLC38A5",0.118427554003666,1.88249141374963,2.93608328921666,0.00521598844003774,0.491110447067948,-2.16407246913545
"LY6G5C",0.0893057123461281,1.6932670828959,2.93300903842766,0.00525943662724805,0.491110447067948,-2.16583364224013
"FAM216B",0.213124520760874,4.78716253675477,2.92973466094157,0.00530608454210526,0.491110447067948,-2.32777377580269
"MICAL2",-0.063977981184589,5.78858175537606,-2.92788119527439,0.00533266050220049,0.491110447067948,-2.37852574905119
"IL5RA",0.169251897200969,3.29837221033591,2.92698103593789,0.00534561221892248,0.491110447067948,-2.24676308713806
"ASB9",0.114705795030383,-0.366160830478596,2.92594559639837,0.00536054667791752,0.491110447067948,-2.18441343842709
"C6orf118",0.211319011347376,3.02120741008121,2.9251684205388,0.00537178168675806,0.491110447067948,-2.2362746103944
"CXCL6",-0.126718071152923,5.13351419710955,-2.9239267214773,0.00538977753501392,0.491110447067948,-2.34114255056668
"COL16A1",0.0848157764101815,2.15955401132103,2.92147489349176,0.00542547697635989,0.491110447067948,-2.20784152995544
"SEPW1",0.0706651089347972,7.49059173060341,2.92120846235285,0.00542936956194505,0.491110447067948,-2.46571790211213
"RFPL3",-0.146778274713132,-3.03792370867579,-2.91948256379196,0.00545464827495771,0.491110447067948,-2.35675229141876
"FDXR",0.0817781146216024,5.05240623431468,2.91936880175795,0.00545631836343379,0.491110447067948,-2.36716439384734
"IFT172",0.113087397396883,5.96096244019474,2.9174650274974,0.00548433767153206,0.491110447067948,-2.42258247766677
"MRPL40",0.0675299956953217,5.25828673147453,2.91594963023095,0.00550673679356702,0.491110447067948,-2.38567079727201
"MS4A8",0.177038585905821,4.59456440959273,2.91544668866021,0.00551418962003588,0.491110447067948,-2.35125860464713
"TUBBP5",-0.127237946891871,1.91252028854896,-2.91415206251308,0.00553341729338063,0.491110447067948,-2.20755345412365
"LINC01186",0.0708732469333105,1.04984934887468,2.91327412278376,0.00554649192957619,0.491110447067948,-2.19756011483061
"PRDX5",0.0907027480689411,9.05284741998924,2.91317980429777,0.00554789827112367,0.491110447067948,-2.51086362815208
"CD99",0.044191083395193,3.11921661839111,2.91263333612863,0.00555605296389037,0.491110447067948,-2.37416027802504
"LMNTD1",0.246705702662542,1.09639813817553,2.9117055859373,0.0055699229496668,0.491110447067948,-2.20220599897049
"TLL1",-0.156708247927197,-0.757260758942002,-2.91004945703111,0.00559476256895813,0.491110447067948,-2.22961218121987
"LTC4S",0.0961013325853012,1.35332856139779,2.90962239227142,0.00560118467135707,0.491110447067948,-2.21172716757549
"DNPH1",0.0968746240469667,5.32994501087695,2.90874883784602,0.00561434239394607,0.491110447067948,-2.40844895646898
"LOC101928270",0.230830831458426,-3.27531970451923,2.90468999892893,0.00567585656522925,0.491110447067948,-2.38597025752499
"HSD11B1L",0.0959300740057796,2.61599119441347,2.90414287083976,0.005684196504168,0.491110447067948,-2.26559236057365
