"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FCGR1C",1.163528335051,0.264798878829302,2.3817117413958,0.0215189857957201,0.991925032723052,-4.44441664552537
"PGM5",1.3094295629754,-1.69966173161709,2.3805158833086,0.0215809097419194,0.991925032723052,-4.49616417278931
"SLC7A7",0.57401786823726,3.18293887480801,2.37997472863196,0.0216089844726207,0.991925032723052,-4.30931543581683
"ERMN",1.16713136033309,0.199131991874046,2.37868408130183,0.0216760750290945,0.991925032723052,-4.45330200666596
"MUC6",-1.21578984664859,-0.781924085114562,-2.37814968579503,0.0217039088356005,0.991925032723052,-4.50528838351261
"ZNF641",0.533684290165281,4.44758353422051,2.37583698860703,0.0218247358255031,0.991925032723052,-4.24179658369803
"FAM13C",-1.38179259720124,-0.671932446692754,-2.37551744674684,0.0218414777849179,0.991925032723052,-4.50582978120432
"NDE1",0.390092484392166,4.74393065474489,2.3709477476259,0.0220821676300973,0.991925032723052,-4.22443488053009
"BCAM",-0.847794969346127,4.17975610996918,-2.37091347121999,0.0220839819706402,0.991925032723052,-4.28320107361109
"RCN3",0.578735256169393,2.02138850357099,2.37088969732048,0.0220852404645279,0.991925032723052,-4.37099174083949
"HCAR1",1.07211694060456,-1.89248354373168,2.36895841135006,0.0221876904943563,0.991925032723052,-4.50000416861838
"CD300LD",1.72204057488996,-4.4813456435814,2.36851479773111,0.0222112833588637,0.991925032723052,-4.53735805659975
"PLA2G4B",-0.388277692623648,4.36280363606384,-2.3678406472707,0.0222471801142708,0.991925032723052,-4.27288811739492
"NPB",-0.883003300664252,-0.313430216165207,-2.36763531281562,0.0222581239922091,0.991925032723052,-4.48070426840673
"CD80",1.2944757248376,-1.68068596147515,2.36577924768383,0.0223572679264123,0.991925032723052,-4.48718355995554
"HEATR9",-1.55748704826138,-1.8196695250774,-2.36478094213277,0.0224107575505318,0.991925032723052,-4.52550394350689
"SLC40A1",0.563760732026873,5.66226023465805,2.36467701063769,0.0224163328456421,0.991925032723052,-4.18585607062449
"CD244",0.799644296638225,0.0895076895546245,2.36386623789644,0.0224598686853335,0.991925032723052,-4.45420184784335
"FLJ31104",-1.37313066614784,-2.14201907382536,-2.3625961931266,0.0225282186243963,0.991925032723052,-4.52763171269684
"CYP2A7",-0.824743738595731,2.69102180606376,-2.36250950520831,0.022532890708523,0.991925032723052,-4.37409626550426
"GP1BB",-1.15726267555736,-0.182683775050514,-2.35851215905029,0.0227492770501958,0.991925032723052,-4.48639801832858
"CACNG6",-2.2340579594873,2.19390863860051,-2.3555456420711,0.0229110662561831,0.991925032723052,-4.3935568677811
"CXCR6",0.874962522485943,1.79923841864257,2.35242643620678,0.0230822961805497,0.991925032723052,-4.38452088554037
"FCN3",-1.61913277427321,-1.88171440276596,-2.35082917277587,0.0231704224092476,0.991925032723052,-4.52466324709067
"B3GALT5",0.946977597925821,4.02657366194222,2.3491447051566,0.0232636869514467,0.991925032723052,-4.26428212234054
"ARHGDIB",0.432365639802825,7.94026919766721,2.34495323435465,0.0234972210121212,0.991925032723052,-4.12709875588202
"MFI2",-0.446872273658331,2.92711097176098,-2.3380786546453,0.0238848033350992,0.991925032723052,-4.35057861354709
"GRIN3B",-0.930482611446493,3.64455880247964,-2.33551893074455,0.0240305759165197,0.991925032723052,-4.32223570939863
"CCL3",1.48151089987708,2.26526559398799,2.3346084452963,0.0240826186595726,0.991925032723052,-4.33303075915757
"SYT11",0.719842548392474,0.202397459354147,2.33095806591102,0.024292287477564,0.991925032723052,-4.45746004286843
"GNG2",1.30866486461823,2.04263778753233,2.32982356690587,0.0243577825665438,0.991925032723052,-4.3673486407017
"PWWP2B",-0.450478601696455,5.95344771139115,-2.32906580495024,0.0244016165257791,0.991925032723052,-4.2013024906333
